gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personIdOff,firstNameOff,familyNameOff,nameIOff,playerSlugOff,positionOff,commentOff,jerseyNumOff,personIdDef,firstNameDef,familyNameDef,nameIDef,playerSlugDef,jerseyNumDef,matchupMinutes,matchupMinutesSort,partialPossessions,percentageDefenderTotalTime,percentageOffensiveTotalTime,percentageTotalTimeBothOn,switchesOn,playerPoints,teamPoints,matchupAssists,matchupPotentialAssists,matchupTurnovers,matchupBlocks,matchupFieldGoalsMade,matchupFieldGoalsAttempted,matchupFieldGoalsPercentage,matchupThreePointersMade,matchupThreePointersAttempted,matchupThreePointersPercentage,helpBlocks,helpFieldGoalsMade,helpFieldGoalsAttempted,helpFieldGoalsPercentage,matchupFreeThrowsMade,matchupFreeThrowsAttempted,shootingFouls
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630188,Jalen,Smith,J. Smith,jalen-smith,,,25,1627747,Caris,LeVert,C. LeVert,caris-levert,3,0:48,47.9,4.7,0.064,0.107,0.112,0,7,15,0,0,0,0,3,3,1.0,1,1,1.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630188,Jalen,Smith,J. Smith,jalen-smith,,,25,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,45,0:46,46.1,3.3,0.05,0.103,0.21,0,0,2,0,0,1,0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630188,Jalen,Smith,J. Smith,jalen-smith,,,25,1630596,Evan,Mobley,E. Mobley,evan-mobley,4,2:27,147.0,10.4,0.162,0.33,0.637,0,0,6,0,0,1,0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630188,Jalen,Smith,J. Smith,jalen-smith,,,25,1627777,Georges,Niang,G. Niang,georges-niang,20,1:14,74.2,6.3,0.11,0.166,0.166,0,2,7,1,0,1,0,1,2,0.5,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630188,Jalen,Smith,J. Smith,jalen-smith,,,25,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,35,0:21,21.2,1.9,0.039,0.047,0.074,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630188,Jalen,Smith,J. Smith,jalen-smith,,,25,1629622,Max,Strus,M. Strus,max-strus,1,0:16,16.4,1.3,0.024,0.037,0.104,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630188,Jalen,Smith,J. Smith,jalen-smith,,,25,1629731,Dean,Wade,D. Wade,dean-wade,32,0:07,6.8,2.2,0.148,0.015,0.148,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1628386,Jarrett,Allen,J. Allen,jarrett-allen,31,0:29,29.3,3.0,0.053,0.044,0.104,0,4,6,0,0,0,0,2,2,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1629636,Darius,Garland,D. Garland,darius-garland,10,0:45,45.0,4.9,0.059,0.067,0.12,0,3,10,0,0,1,0,1,2,0.5,1,2,0.5,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1627747,Caris,LeVert,C. LeVert,caris-levert,3,0:51,51.3,4.9,0.069,0.076,0.082,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,45,1:02,62.3,4.5,0.067,0.092,0.148,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1630596,Evan,Mobley,E. Mobley,evan-mobley,4,1:39,99.4,6.7,0.11,0.147,0.217,0,2,7,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1627777,Georges,Niang,G. Niang,georges-niang,20,4:48,288.2,21.6,0.427,0.428,0.567,0,3,19,0,0,1,0,1,3,0.333,1,2,0.5,0,0,0,0.0,0,2,1
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,35,0:24,23.5,3.1,0.044,0.035,0.05,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1629622,Max,Strus,M. Strus,max-strus,1,0:21,20.8,1.3,0.03,0.031,0.113,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612754,Indiana,Pacers,IND,pacers,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,,,23,1629731,Dean,Wade,D. Wade,dean-wade,32,0:30,29.8,2.9,0.647,0.044,0.647,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1628971,Bruce,Brown,B. Brown,bruce-brown,11,0:29,28.6,3.3,0.034,0.044,0.047,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,6:45,405.0,34.1,0.525,0.617,0.679,0,7,29,0,0,0,0,3,6,0.5,1,4,0.25,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1627741,Buddy,Hield,B. Hield,buddy-hield,7,1:13,72.9,6.4,0.107,0.111,0.199,0,0,13,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,00,1:01,61.1,5.4,0.107,0.093,0.22,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,2,0:22,22.3,2.3,0.054,0.034,0.179,0,2,5,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,23,0:02,1.6,0.2,0.002,0.002,0.008,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1630188,Jalen,Smith,J. Smith,jalen-smith,25,0:02,1.7,0.3,0.004,0.003,0.017,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1630167,Obi,Toppin,O. Toppin,obi-toppin,1,0:31,31.0,3.2,0.067,0.047,0.067,0,0,2,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629622,Max,Strus,M. Strus,max-strus,F,,1,1626167,Myles,Turner,M. Turner,myles-turner,33,0:09,8.6,1.3,0.012,0.013,0.015,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1628971,Bruce,Brown,B. Brown,bruce-brown,11,1:14,73.8,7.2,0.086,0.093,0.109,0,4,9,0,0,1,0,2,4,0.5,0,1,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,0:28,28.4,3.2,0.037,0.036,0.041,0,2,8,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1627741,Buddy,Hield,B. Hield,buddy-hield,7,0:31,31.4,3.7,0.046,0.04,0.083,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,00,0:49,48.7,4.7,0.085,0.061,0.11,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,2,0:07,6.8,0.8,0.016,0.009,0.037,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,23,1:34,94.4,7.2,0.149,0.119,0.234,0,4,9,0,0,0,0,2,2,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1630188,Jalen,Smith,J. Smith,jalen-smith,25,2:14,134.1,13.1,0.346,0.169,0.86,0,8,24,4,0,1,0,4,4,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1630167,Obi,Toppin,O. Toppin,obi-toppin,1,3:03,182.7,15.8,0.395,0.23,0.469,0,2,21,0,0,0,0,1,3,0.333,0,1,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630596,Evan,Mobley,E. Mobley,evan-mobley,F,,4,1626167,Myles,Turner,M. Turner,myles-turner,33,3:40,219.9,22.1,0.31,0.277,0.345,0,0,22,0,0,0,1,0,2,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1628971,Bruce,Brown,B. Brown,bruce-brown,11,0:38,38.5,3.2,0.045,0.083,0.091,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,0:13,12.6,1.8,0.016,0.027,0.04,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1627741,Buddy,Hield,B. Hield,buddy-hield,7,0:35,34.6,2.7,0.051,0.074,0.156,0,0,4,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,00,0:31,30.6,3.3,0.053,0.066,0.106,0,2,4,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,2,0:11,11.4,1.2,0.027,0.025,0.078,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,23,0:45,45.4,4.1,0.072,0.098,0.206,0,2,2,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1630188,Jalen,Smith,J. Smith,jalen-smith,25,1:06,65.8,6.1,0.17,0.142,0.453,0,4,8,0,0,1,0,1,1,1.0,0,0,0.0,0,0,0,0.0,2,3,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1630167,Obi,Toppin,O. Toppin,obi-toppin,1,0:21,21.3,2.2,0.046,0.046,0.087,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628386,Jarrett,Allen,J. Allen,jarrett-allen,C,,31,1626167,Myles,Turner,M. Turner,myles-turner,33,4:09,248.7,20.2,0.35,0.535,0.778,0,2,23,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1628971,Bruce,Brown,B. Brown,bruce-brown,11,6:42,402.4,33.9,0.472,0.491,0.573,0,11,36,5,0,1,0,5,8,0.625,1,1,1.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,0:53,52.9,7.5,0.069,0.065,0.071,0,10,15,0,0,0,0,4,4,1.0,1,1,1.0,0,0,0,0.0,1,1,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1627741,Buddy,Hield,B. Hield,buddy-hield,7,0:40,40.4,4.8,0.059,0.049,0.094,0,6,9,0,0,1,0,2,3,0.667,0,0,0.0,0,0,0,0.0,2,2,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,00,0:27,27.4,2.8,0.048,0.033,0.066,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,2,1:22,82.2,8.5,0.198,0.1,0.508,0,2,8,1,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,23,1:58,118.0,9.9,0.186,0.144,0.332,0,8,17,3,0,0,0,2,5,0.4,2,4,0.5,0,0,0,0.0,2,3,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1630188,Jalen,Smith,J. Smith,jalen-smith,25,0:06,5.8,0.6,0.015,0.007,0.044,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1630167,Obi,Toppin,O. Toppin,obi-toppin,1,0:41,41.4,3.8,0.09,0.051,0.09,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1628378,Donovan,Mitchell,D. Mitchell,donovan-mitchell,G,,45,1626167,Myles,Turner,M. Turner,myles-turner,33,0:43,42.8,5.7,0.06,0.052,0.062,0,1,4,1,0,0,0,0,3,0.0,0,2,0.0,0,0,0,0.0,1,2,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1628971,Bruce,Brown,B. Brown,bruce-brown,11,1:57,117.2,11.0,0.137,0.155,0.193,0,0,11,1,0,1,0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,1:11,70.7,6.3,0.092,0.093,0.141,0,2,7,1,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1627741,Buddy,Hield,B. Hield,buddy-hield,7,1:45,105.3,8.5,0.155,0.139,0.23,0,0,2,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,00,2:11,131.5,10.6,0.23,0.174,0.317,0,0,12,2,0,0,0,0,2,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,2,1:50,110.2,12.4,0.265,0.146,0.384,0,2,8,0,0,1,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,23,1:23,82.6,7.1,0.13,0.109,0.21,0,4,6,0,0,1,0,1,2,0.5,0,0,0.0,0,0,0,0.0,2,2,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1630188,Jalen,Smith,J. Smith,jalen-smith,25,0:29,28.9,2.3,0.075,0.038,0.112,0,0,6,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1630167,Obi,Toppin,O. Toppin,obi-toppin,1,0:24,23.6,2.6,0.051,0.031,0.065,0,2,5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,2,2,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1629636,Darius,Garland,D. Garland,darius-garland,G,,10,1626167,Myles,Turner,M. Turner,myles-turner,33,0:50,49.9,3.7,0.07,0.066,0.1,0,4,6,0,0,1,0,2,3,0.667,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1628971,Bruce,Brown,B. Brown,bruce-brown,11,1:22,82.4,8.4,0.097,0.134,0.223,0,3,11,0,0,0,0,1,3,0.333,1,2,0.5,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,0:44,44.4,4.2,0.058,0.072,0.154,0,0,5,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1627741,Buddy,Hield,B. Hield,buddy-hield,7,1:30,89.9,9.2,0.132,0.147,0.191,0,2,12,0,0,0,0,1,3,0.333,0,2,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,00,1:29,88.8,7.2,0.155,0.145,0.287,0,2,2,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,2,0:10,10.5,0.6,0.025,0.017,0.026,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,23,2:34,154.4,13.9,0.244,0.252,0.326,0,2,18,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,2,2,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1630188,Jalen,Smith,J. Smith,jalen-smith,25,0:22,22.0,2.6,0.057,0.036,0.057,0,0,2,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1630167,Obi,Toppin,O. Toppin,obi-toppin,1,1:43,103.0,10.9,0.223,0.168,0.74,0,0,16,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627777,Georges,Niang,G. Niang,georges-niang,,,20,1626167,Myles,Turner,M. Turner,myles-turner,33,0:25,24.9,2.3,0.035,0.041,0.11,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1628971,Bruce,Brown,B. Brown,bruce-brown,11,0:07,7.4,0.5,0.009,0.014,0.021,0,0,3,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,1:53,112.7,10.2,0.146,0.209,0.411,0,2,8,0,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1627741,Buddy,Hield,B. Hield,buddy-hield,7,0:50,49.6,2.7,0.073,0.092,0.125,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1631097,Bennedict,Mathurin,B. Mathurin,bennedict-mathurin,00,1:45,105.3,10.2,0.184,0.195,0.337,0,3,7,0,0,0,0,1,2,0.5,1,1,1.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1629614,Andrew,Nembhard,A. Nembhard,andrew-nembhard,2,0:29,29.4,2.1,0.071,0.054,0.101,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1630174,Aaron,Nesmith,A. Nesmith,aaron-nesmith,23,0:43,43.0,4.1,0.068,0.08,0.094,0,0,5,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1630188,Jalen,Smith,J. Smith,jalen-smith,25,1:23,83.0,7.5,0.214,0.154,0.286,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1630167,Obi,Toppin,O. Toppin,obi-toppin,1,0:42,42.2,3.6,0.091,0.078,0.533,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1630171,Isaac,Okoro,I. Okoro,isaac-okoro,,,35,1626167,Myles,Turner,M. Turner,myles-turner,33,1:02,61.6,5.4,0.087,0.114,0.246,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627747,Caris,LeVert,C. LeVert,caris-levert,,,3,1628971,Bruce,Brown,B. Brown,bruce-brown,11,1:39,99.4,10.2,0.117,0.145,0.216,0,2,10,0,0,0,0,0,2,0.0,0,2,0.0,0,0,0,0.0,2,2,1
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627747,Caris,LeVert,C. LeVert,caris-levert,,,3,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,0,0:42,41.5,5.1,0.054,0.061,0.116,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
0022300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,1627747,Caris,LeVert,C. LeVert,caris-levert,,,3,1627741,Buddy,Hield,B. Hield,buddy-hield,7,3:17,196.8,20.5,0.289,0.288,0.373,0,4,18,1,0,1,1,2,4,0.5,0,0,0.0,0,0,0,0.0,0,0,0
