GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0022401210,214,4,0,2,8:45 PM,8:48,Gobert REBOUND (Off:3 Def:2),,,,,4,203497,Rudy Gobert,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,0,0,,,,,,1
0022401210,215,2,87,2,8:45 PM,8:47,MISS Gobert 2' Putback Dunk,,,,,4,203497,Rudy Gobert,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,0,0,,,,,,1
0022401210,216,4,0,2,8:45 PM,8:45,,,Koloko REBOUND (Off:0 Def:3),,,5,1631132,Christian Koloko,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,0,0,,,,,,1
0022401210,217,1,1,2,8:45 PM,8:35,,,Knecht 10' Jump Shot (5 PTS) (Hachimura 2 AST),29 - 33,4,5,1642261,Dalton Knecht,1610612747.0,Los Angeles,Lakers,LAL,5,1629060,Rui Hachimura,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,1
0022401210,218,2,5,2,8:46 PM,8:18,MISS Reid 4' Layup,,Koloko BLOCK (1 BLK),,,4,1629675,Naz Reid,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,5,1631132,Christian Koloko,1610612747.0,Los Angeles,Lakers,LAL,1
0022401210,220,4,0,2,8:46 PM,8:16,,,Knecht REBOUND (Off:1 Def:5),,,5,1642261,Dalton Knecht,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,0,0,,,,,,1
0022401210,221,1,41,2,8:46 PM,8:14,,,Hachimura 2' Running Layup (3 PTS) (Knecht 1 AST),31 - 33,2,5,1629060,Rui Hachimura,1610612747.0,Los Angeles,Lakers,LAL,5,1642261,Dalton Knecht,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,1
0022401210,223,2,5,2,8:46 PM,8:08,MISS Reid 2' Layup,,,,,4,1629675,Naz Reid,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,0,0,,,,,,1
0022401210,224,4,0,2,8:46 PM,8:07,,,Koloko REBOUND (Off:0 Def:4),,,5,1631132,Christian Koloko,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,0,0,,,,,,1
0022401210,226,2,1,2,8:46 PM,7:58,,,MISS Christie 25' 3PT Jump Shot,,,5,1631108,Max Christie,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,0,0,,,,,,1
0022401210,227,4,0,2,8:46 PM,7:56,TIMBERWOLVES Rebound,,,,,2,1610612750,,,,,,0,0,,,,,,0,0,,,,,,0
0022401210,228,6,3,2,8:46 PM,7:56,,,Koloko L.B.FOUL (P1.T2) (A.Smith),,,5,1631132,Christian Koloko,1610612747.0,Los Angeles,Lakers,LAL,4,203497,Rudy Gobert,1610612750.0,Minnesota,Timberwolves,MIN,1,0,,,,,,1
0022401210,230,6,11,2,8:47 PM,7:56,Reid T.FOUL (P1.T0) (M.Davis),,,,,4,1629675,Naz Reid,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,1,0,,,,,,1
0022401210,233,8,0,2,8:47 PM,7:56,SUB: Edwards FOR DiVincenzo,,,,,4,1628978,Donte DiVincenzo,1610612750.0,Minnesota,Timberwolves,MIN,4,1630162,Anthony Edwards,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,0
0022401210,234,8,0,2,8:47 PM,7:56,SUB: Randle FOR Reid,,,,,4,1629675,Naz Reid,1610612750.0,Minnesota,Timberwolves,MIN,4,203944,Julius Randle,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,0
0022401210,235,8,0,2,8:47 PM,7:56,,,SUB: Davis FOR Koloko,,,5,1631132,Christian Koloko,1610612747.0,Los Angeles,Lakers,LAL,5,203076,Anthony Davis,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,0
0022401210,231,3,16,2,8:47 PM,7:56,,,MISS Davis Free Throw Technical,,,5,203076,Anthony Davis,1610612747.0,Los Angeles,Lakers,LAL,0,0,,,,,,0,0,,,,,,1
0022401210,232,4,1,2,8:47 PM,7:56,TIMBERWOLVES Rebound,,,,,2,1610612750,,,,,,0,0,,,,,,0,0,,,,,,1
0022401210,239,2,5,2,8:47 PM,7:37,MISS Edwards 3' Layup,,,,,4,1630162,Anthony Edwards,1610612750.0,Minnesota,Timberwolves,MIN,0,0,,,,,,0,0,,,,,,1
