PLAYER_ID,PLAYER_NAME_LAST_FIRST,G,OVERALL,REB_FREQUENCY,OREB,DREB,REB,C_OREB,C_DREB,C_REB,C_REB_PCT,UC_OREB,UC_DREB,UC_REB,UC_REB_PCT
203999,"Jokić, Nikola",79,Overall,0.97,217,730,947,166,270,436,0.46,51,460,511,0.54
