GAME_DATE,OPPONENT,IS_HOME,MURRAY_OUT,WON_GAME,SEASON_AVG_AST,ROLL_3_AST,ROLL_5_AST,ROLL_10_AST,HEAD2HEAD_AVG_AST,SEASON_AVG_MIN,SEASON_AVG_FG_PCT,OPP_AST,OPP_DEF_RATING,OPP_PACE,IS_HOME,DAYS_RESTED,WON_GAME,MURRAY_OUT,SEASON_AVG_AST_MURRAY_OUT,AST
2022-01-07,SAC,1,1,1,7.0,5.666666666666667,6.0,6.5,12.666666666666666,32.67741935483871,0.5813870967741936,25.666666666666668,110.85063630274614,0.4147222222222222,1,2.0,1,1,7.472727272727273,7
2022-01-09,OKC,0,1,1,7.0,7.0,5.8,6.3,7.75,32.71875,0.5835312500000001,22.333333333333332,93.9799331103679,0.4152777777777778,0,2.0,1,1,7.464285714285714,6
2022-01-11,LAC,0,1,0,6.96969696969697,8.0,6.0,5.8,8.0,32.72727272727273,0.5773939393939395,22.0,110.26490066225166,0.4194444444444444,0,2.0,0,1,7.43859649122807,8
2022-01-13,POR,1,1,1,7.0,7.0,7.0,5.9,4.8,32.85294117647059,0.5793235294117648,23.666666666666668,107.65064319566687,0.4102777777777778,1,2.0,1,1,7.448275862068965,7
2022-01-15,LAL,1,1,1,7.0,7.0,7.8,6.3,7.0,32.714285714285715,0.5856285714285715,22.333333333333332,98.10509340142453,0.4133888888888889,1,2.0,1,1,7.440677966101695,13
2022-01-16,UTA,1,1,0,7.166666666666667,9.333333333333334,8.2,7.1,8.8,32.583333333333336,0.5855555555555556,18.0,109.63409620391944,0.4053888888888888,1,1.0,0,1,7.533333333333333,14
2022-01-19,LAC,1,1,1,7.351351351351352,11.333333333333334,9.6,7.7,8.0,32.7027027027027,0.5847567567567569,23.666666666666668,113.0364153242182,0.4103888888888888,1,3.0,1,1,7.639344262295082,10
2022-01-21,MEM,1,1,0,7.421052631578948,12.333333333333334,10.4,8.2,6.4,32.921052631578945,0.5862105263157895,24.666666666666668,100.4675849867307,0.439611111111111,1,2.0,0,1,7.67741935483871,12
2022-01-23,DET,1,1,1,7.538461538461538,12.0,11.2,9.1,11.0,33.1025641025641,0.5888205128205128,22.333333333333332,108.5481682496608,0.4094444444444444,1,2.0,1,1,7.746031746031746,8
2022-01-25,DET,0,1,1,7.55,10.0,11.4,9.6,10.0,33.175,0.5899,25.666666666666668,116.71177266576456,0.4105555555555555,0,2.0,1,1,7.75,9
2022-01-26,BKN,0,1,1,7.585365853658536,9.666666666666666,10.6,9.4,8.5,33.19512195121951,0.5864878048780487,23.666666666666668,112.45674740484432,0.4174444444444444,0,1.0,1,1,7.769230769230769,8
2022-01-28,NOP,0,1,1,7.595238095238095,8.333333333333334,9.4,9.5,9.5,33.23809523809524,0.5871666666666666,23.666666666666668,106.79751767931882,0.3849444444444445,0,2.0,1,1,7.772727272727272,10
2022-01-30,MIL,0,1,1,7.651162790697675,9.0,9.4,9.9,8.5,33.16279069767442,0.5869767441860465,22.666666666666668,118.11285600212932,0.4174444444444445,0,2.0,1,1,7.8059701492537314,15
2022-02-01,MIN,0,1,0,7.818181818181818,11.0,10.0,10.6,8.0,33.04545454545455,0.5913181818181817,25.666666666666668,117.8636011366572,0.4301111111111111,0,2.0,0,1,7.911764705882353,8
2022-02-04,NOP,1,1,0,7.822222222222222,11.0,10.0,10.7,9.6,32.977777777777774,0.5892888888888889,24.0,110.37163943068002,0.4215555555555556,1,3.0,0,1,7.913043478260869,9
2022-02-06,BKN,1,1,1,7.8478260869565215,10.666666666666666,10.0,10.3,8.333333333333334,33.02173913043478,0.591695652173913,24.0,110.08273734399104,0.3961666666666666,1,2.0,1,1,7.928571428571429,10
2022-02-08,NYK,1,1,1,7.8936170212765955,9.0,10.4,9.9,5.333333333333333,32.95744680851064,0.596127659574468,23.666666666666668,106.91308187208276,0.4256107382550335,1,2.0,1,1,7.957746478873239,7
2022-02-11,BOS,0,1,0,7.875,8.666666666666666,9.8,9.6,8.0,32.895833333333336,0.5956041666666666,28.0,115.35881958417173,0.4141666666666666,0,3.0,0,1,7.944444444444445,11
2022-02-12,TOR,0,1,1,7.938775510204081,9.333333333333334,9.0,9.5,3.5,32.91836734693877,0.5926326530612245,22.666666666666668,122.1273801707157,0.4230555555555556,0,1.0,1,1,7.986301369863014,6
2022-02-14,ORL,1,1,1,7.9,8.0,8.6,9.3,11.0,32.96,0.5932799999999999,27.333333333333332,103.8935500786576,0.4237777777777777,1,2.0,1,1,7.95945945945946,7
2022-02-16,GSW,0,1,1,7.882352941176471,8.0,8.2,9.1,7.25,33.0,0.5891960784313726,24.666666666666668,110.50270484232747,0.4210555555555555,0,2.0,1,1,7.946666666666666,8
2022-02-24,SAC,0,1,1,7.884615384615385,7.0,7.8,9.1,11.25,33.01923076923077,0.5882884615384616,21.0,108.17626758693922,0.4185555555555555,0,8.0,1,1,7.947368421052632,9
2022-02-26,SAC,1,1,1,7.90566037735849,8.0,8.2,9.0,10.8,33.0377358490566,0.5885094339622642,20.333333333333332,101.78199791883456,0.4271111111111111,1,2.0,1,1,7.961038961038961,11
2022-02-27,POR,0,1,1,7.962962962962963,9.333333333333334,8.2,8.6,5.0,33.05555555555556,0.5845555555555556,23.0,110.31797534068784,0.4280555555555556,0,1.0,1,1,8.0,11
2022-03-02,OKC,1,1,0,8.018181818181818,10.333333333333334,9.2,8.9,7.4,32.92727272727273,0.5848363636363637,24.333333333333332,105.44761436301032,0.4366174496644295,1,3.0,0,1,8.037974683544304,4
