GAME_DATE,OPPONENT,IS_HOME,MURRAY_OUT,WON_GAME,SEASON_AVG_AST,ROLL_3_AST,ROLL_5_AST,ROLL_10_AST,HEAD2HEAD_AVG_AST,SEASON_AVG_MIN,SEASON_AVG_FG_PCT,OPP_AST,OPP_DEF_RATING,OPP_PACE,IS_HOME,DAYS_RESTED,WON_GAME,MURRAY_OUT,SEASON_AVG_AST_MURRAY_OUT,AST
2022-03-06,NOP,1,1,1,7.946428571428571,8.666666666666666,8.6,8.4,9.5,32.92857142857143,0.5848928571428572,24.0,115.04189386886551,0.4177222222222222,1,4.0,1,1,7.9875,11
2022-03-07,GSW,1,1,1,8.0,8.666666666666666,9.2,8.5,7.4,33.10526315789474,0.5873859649122807,24.666666666666668,111.81379580127783,0.4260555555555556,1,1.0,1,1,8.024691358024691,13
2022-03-09,SAC,0,1,1,8.086206896551724,9.333333333333334,10.0,9.1,10.833333333333334,33.13793103448276,0.5894310344827587,24.333333333333332,109.99230374551053,0.433111111111111,0,2.0,1,1,8.085365853658537,7
2022-03-10,GSW,1,1,0,8.067796610169491,10.333333333333334,9.2,8.7,8.333333333333334,33.16949152542373,0.5900338983050848,28.0,112.3882503192848,0.4349999999999999,1,1.0,0,1,8.072289156626505,9
2022-03-12,TOR,1,1,0,8.083333333333334,9.666666666666666,8.8,9.0,4.333333333333333,33.15,0.5873500000000001,16.0,111.03678929765888,0.4152777777777778,1,2.0,0,1,8.083333333333334,7
2022-03-14,PHI,0,1,1,8.065573770491802,7.666666666666667,9.4,9.0,8.0,33.114754098360656,0.589065573770492,23.0,107.51659009698824,0.4207248322147651,0,2.0,1,1,8.070588235294117,8
2022-03-16,WAS,0,1,1,8.064516129032258,8.0,8.8,9.0,8.333333333333334,33.12903225806452,0.5876290322580646,25.0,115.1025397256553,0.4090555555555555,0,2.0,1,1,8.069767441860465,8
2022-03-18,CLE,0,1,0,8.063492063492063,7.666666666666667,7.8,8.9,8.333333333333334,33.01587301587302,0.5896349206349207,24.0,109.5604099244876,0.3981744966442953,0,2.0,0,1,8.068965517241379,8
2022-03-20,BOS,1,1,0,8.0625,8.0,8.0,8.6,9.0,33.09375,0.5901875000000001,24.0,114.87811711964136,0.3965555555555555,1,2.0,0,1,8.068181818181818,4
2022-03-22,LAC,1,1,1,8.0,6.666666666666667,7.0,7.9,8.333333333333334,33.09230769230769,0.5864615384615385,27.333333333333332,114.71890513887026,0.4140555555555555,1,2.0,1,1,8.02247191011236,6
2022-03-24,PHX,1,1,0,7.96969696969697,6.0,6.8,8.1,6.25,33.10606060606061,0.5866666666666668,26.0,124.0719030871434,0.4121879194630872,1,2.0,0,1,8.0,6
2022-03-26,OKC,1,1,1,7.940298507462686,5.333333333333333,6.4,7.6,6.833333333333333,33.08955223880597,0.5913432835820897,21.0,108.56533901691756,0.4170555555555555,1,2.0,1,1,7.978021978021978,8
2022-03-28,CHA,0,1,1,7.9411764705882355,6.666666666666667,6.4,7.1,7.0,33.11764705882353,0.5953970588235294,26.0,117.69710720363018,0.3917777777777778,0,2.0,1,1,7.978260869565218,11
2022-03-30,IND,0,1,1,7.9855072463768115,8.333333333333334,7.0,7.5,6.5,33.14492753623188,0.5944347826086958,25.0,106.79153752863498,0.4122777777777777,0,2.0,1,1,8.010752688172044,9
2022-04-01,MIN,1,1,0,8.0,9.333333333333334,8.0,7.5,8.0,33.18571428571428,0.5972142857142858,26.0,108.92527066279376,0.4207777777777778,1,2.0,0,1,8.02127659574468,8
2022-04-03,LAL,0,1,1,8.0,9.333333333333334,8.4,7.6,8.5,33.32394366197183,0.5981971830985917,28.0,124.43153107630116,0.4250201342281879,0,2.0,1,1,8.021052631578947,6
2022-04-05,SAS,1,1,0,7.972222222222222,7.666666666666667,8.4,7.4,9.0,33.31944444444444,0.599361111111111,28.333333333333332,119.77263499796994,0.4105,1,2.0,0,1,8.0,4
2022-04-07,MEM,1,1,1,7.917808219178082,6.0,7.6,7.0,7.333333333333333,33.41095890410959,0.5981917808219178,27.333333333333332,108.74984419793094,0.4307651006711409,1,2.0,1,1,7.958762886597938,6
2022-04-16,GSW,0,0,0,7.891891891891892,5.333333333333333,6.6,6.8,8.428571428571429,33.432432432432435,0.5991216216216216,31.666666666666668,119.20707206000536,0.4147777777777778,0,9.0,0,0,,6
2022-04-18,GSW,0,0,0,7.866666666666666,5.333333333333333,6.0,7.0,8.125,33.45333333333333,0.5975333333333332,29.666666666666668,121.875,0.4,0,2.0,0,0,,4
2022-04-21,GSW,1,0,0,7.815789473684211,5.333333333333333,5.2,6.8,7.666666666666667,33.38157894736842,0.5955921052631579,31.0,129.53545904343048,0.4042222222222221,1,3.0,0,0,,5
2022-04-24,GSW,1,0,1,7.779220779220779,5.0,5.0,6.7,7.4,33.44155844155844,0.5961168831168832,29.666666666666668,125.4100601421542,0.4064444444444444,1,3.0,1,0,,6
2022-04-27,GSW,0,0,0,7.756410256410256,5.0,5.4,6.5,7.272727272727272,33.5,0.597025641025641,27.333333333333332,120.8769373426944,0.4193888888888889,0,3.0,0,0,,8
2022-10-21,GSW,0,1,1,6.0,,,,7.333333333333333,33.0,0.706,31.0,105.92490527040992,0.4838333333333333,0,2.0,1,1,7.938775510204081,10
2022-10-22,OKC,1,0,1,8.0,,,,7.0,33.5,0.622,22.0,102.19530658591977,0.4403333333333333,1,1.0,1,0,,13
2022-10-24,POR,0,0,0,9.666666666666666,9.666666666666666,,,5.5,35.333333333333336,0.6146666666666666,17.666666666666668,108.70980341101416,0.4124026845637584,0,2.0,0,0,,9
2022-10-26,LAL,1,0,1,9.5,10.666666666666666,,,8.0,33.25,0.6485,21.0,97.17431679490583,0.4187777777777777,1,2.0,1,0,,9
2022-10-28,UTA,1,0,1,9.4,10.333333333333334,9.4,,9.142857142857142,33.6,0.6599999999999999,26.666666666666668,105.7524332418268,0.4302818791946309,1,2.0,1,0,,6
2022-10-30,LAL,0,0,0,8.833333333333334,8.0,9.4,,8.166666666666666,32.166666666666664,0.6,22.0,99.0950802956921,0.4358888888888888,0,2.0,0,0,,6
2022-11-03,OKC,0,0,1,8.428571428571429,7.0,8.6,,7.75,32.714285714285715,0.5857142857142856,26.666666666666668,111.09001139384732,0.4241073825503356,0,4.0,1,0,,14
2022-11-05,SAS,1,0,1,9.125,8.666666666666666,8.8,,8.285714285714286,33.125,0.595875,26.333333333333332,99.33985019677542,0.437611111111111,1,2.0,1,0,,10
2022-11-07,SAS,0,0,1,9.22222222222222,10.0,9.0,,8.5,32.44444444444444,0.6296666666666667,26.666666666666668,98.89189537430742,0.4311666666666667,0,2.0,1,0,,10
2022-11-09,IND,0,0,1,9.3,11.333333333333334,9.2,9.3,7.333333333333333,32.6,0.6217,28.0,106.48322653599698,0.4421666666666667,0,2.0,1,0,,6
2022-11-11,BOS,0,0,0,9.0,8.666666666666666,9.2,9.3,7.75,31.545454545454547,0.6106363636363636,29.0,122.9889642334796,0.4178333333333333,0,2.0,0,0,,3
2022-11-13,CHI,0,0,1,8.5,6.333333333333333,8.6,8.6,11.0,31.416666666666668,0.60975,26.666666666666668,108.19062790388956,0.4185,0,2.0,1,0,,14
2022-11-22,DET,1,0,0,8.923076923076923,7.666666666666667,8.6,8.7,9.75,31.153846153846153,0.6397692307692308,20.666666666666668,110.44176706827312,0.4288333333333333,1,9.0,0,0,,10
2022-11-23,OKC,0,1,1,9.0,9.0,8.6,8.8,8.444444444444445,31.571428571428573,0.6476428571428572,27.666666666666668,114.24467946207078,0.4255,0,1.0,1,1,7.959595959595959,9
2022-11-25,LAC,0,0,1,9.0,11.0,8.4,8.8,8.0,32.333333333333336,0.6533333333333334,22.333333333333332,104.83566301473368,0.4411666666666666,0,2.0,1,0,,6
2022-11-28,HOU,1,0,1,8.8125,8.333333333333334,8.4,8.8,8.4,32.3125,0.6461250000000001,24.666666666666668,117.65462260511764,0.4320555555555556,1,3.0,1,0,,8
2022-11-30,HOU,1,0,1,8.764705882352942,7.666666666666667,9.4,9.0,8.333333333333334,32.0,0.6461764705882354,25.0,115.7317859445519,0.4308333333333333,1,2.0,1,0,,12
2022-12-02,ATL,0,0,0,8.944444444444445,8.666666666666666,9.0,8.8,7.75,31.77777777777778,0.6535000000000001,25.0,110.80711354309167,0.406111111111111,0,2.0,0,0,,8
2022-12-04,NOP,0,0,0,8.894736842105264,9.333333333333334,8.6,8.6,9.714285714285714,31.94736842105263,0.6542105263157896,23.666666666666668,110.93143596377747,0.4294444444444444,0,2.0,0,0,,9
2022-12-06,DAL,1,0,0,8.9,9.666666666666666,8.6,8.5,6.0,32.2,0.6557000000000001,25.0,121.93540018160589,0.4139060402684564,1,2.0,0,0,,8
2022-12-08,POR,0,0,1,8.857142857142858,8.333333333333334,9.0,8.7,5.769230769230769,32.285714285714285,0.6500952380952382,24.0,114.98516320474778,0.4118888888888889,0,2.0,1,0,,9
2022-12-10,UTA,1,0,1,8.863636363636363,8.666666666666666,9.2,9.3,8.75,32.36363636363637,0.646,22.666666666666668,113.531047265987,0.4196111111111111,1,2.0,1,0,,14
2022-12-14,WAS,1,0,1,9.08695652173913,10.333333333333334,9.6,9.3,8.25,32.47826086956522,0.6418260869565219,23.333333333333332,109.26333150082463,0.4042222222222221,1,4.0,1,0,,8
2022-12-16,LAL,0,0,0,9.041666666666666,10.333333333333334,9.6,9.1,7.857142857142857,32.5,0.6505,21.666666666666668,103.07915950839168,0.4062818791946309,0,2.0,0,0,,8
2022-12-18,CHA,1,0,1,9.0,10.0,9.4,9.0,8.0,32.6,0.6457999999999999,22.666666666666668,108.84311790823878,0.4353288590604027,1,2.0,1,0,,10
2022-12-20,MEM,1,1,1,9.038461538461538,8.666666666666666,9.8,9.4,7.142857142857143,32.88461538461539,0.6401923076923077,27.0,119.06257853732092,0.4421111111111111,1,2.0,1,1,7.97,13
2022-12-23,POR,1,0,1,9.185185185185183,10.333333333333334,10.6,9.9,6.0,33.03703703703704,0.635,25.0,113.7632607481854,0.3979999999999999,1,3.0,1,0,,11
2022-12-25,PHX,1,0,1,9.25,11.333333333333334,10.0,9.8,6.222222222222222,33.142857142857146,0.6327142857142858,23.333333333333332,115.50482402500336,0.4088333333333333,1,2.0,1,0,,15
2022-12-27,SAC,0,0,1,9.448275862068966,13.0,11.4,10.5,10.285714285714286,33.51724137931034,0.6329655172413794,23.666666666666668,115.4236428209031,0.4379999999999999,0,2.0,1,0,,11
2022-12-28,SAC,0,1,0,9.5,12.333333333333334,12.0,10.7,10.375,33.63333333333333,0.6352,22.666666666666668,114.30246189917936,0.4265,0,1.0,0,1,8.01980198019802,6
2022-12-30,MIA,1,0,1,9.387096774193548,10.666666666666666,11.2,10.5,7.75,33.58064516129032,0.6348709677419355,23.333333333333332,113.37328067547324,0.4079444444444444,1,2.0,1,0,,12
2023-01-01,BOS,1,1,1,9.46875,9.666666666666666,11.0,10.8,6.8,33.65625,0.6316875000000001,27.666666666666668,125.0,0.4233333333333334,1,2.0,1,1,8.0,12
2023-01-02,MIN,0,0,0,9.545454545454543,10.0,11.2,10.6,8.0,33.60606060606061,0.6358484848484849,17.666666666666668,107.87209451650186,0.4326111111111111,0,1.0,0,0,,9
2023-01-05,LAC,1,0,1,9.529411764705882,11.0,10.0,10.7,7.75,33.588235294117645,0.6318529411764706,21.666666666666668,108.34200937011974,0.4268888888888888,1,3.0,1,0,,9
2023-01-06,CLE,1,0,1,9.514285714285714,10.0,9.6,10.8,8.25,33.31428571428572,0.6280857142857142,20.666666666666668,112.18799787573022,0.4044026845637584,1,1.0,1,0,,10
2023-01-09,LAL,1,0,1,9.52777777777778,9.333333333333334,10.4,10.8,7.875,33.361111111111114,0.6269722222222223,28.0,120.17994858611826,0.4322222222222222,1,3.0,1,0,,16
2023-01-11,PHX,1,0,1,9.702702702702704,11.666666666666666,11.2,11.1,7.1,33.4054054054054,0.6370540540540541,23.333333333333332,105.11401080796098,0.4215,1,2.0,1,0,,9
2023-01-15,ORL,1,0,1,9.68421052631579,11.666666666666666,10.6,10.9,10.0,33.26315789473684,0.637842105263158,22.0,106.20385960367828,0.4289444444444444,1,4.0,1,0,,14
2023-01-17,POR,1,0,1,9.794871794871796,13.0,11.6,10.8,6.333333333333333,33.30769230769231,0.6401282051282052,26.333333333333332,129.2702379369932,0.4179444444444444,1,2.0,1,0,,10
2023-01-18,MIN,1,0,1,9.8,11.0,11.8,10.7,8.125,33.325,0.6473500000000001,24.666666666666668,117.75602011114051,0.4198888888888889,1,1.0,1,0,,13
2023-01-24,NOP,0,0,1,9.878048780487806,12.333333333333334,12.4,11.4,9.625,33.26829268292683,0.6461951219512196,27.666666666666668,108.08270676691728,0.4137777777777778,0,6.0,1,0,,10
2023-01-28,PHI,0,0,0,9.88095238095238,11.0,11.2,11.2,8.0,33.333333333333336,0.6482619047619048,25.666666666666668,126.0532753465616,0.4087777777777777,0,4.0,0,0,,9
2023-01-31,NOP,1,0,1,9.86046511627907,10.666666666666666,11.2,10.9,9.666666666666666,33.44186046511628,0.6486976744186048,21.666666666666668,108.98458266879318,0.418,1,3.0,1,0,,15
2023-02-02,GSW,1,0,1,9.977272727272728,11.333333333333334,11.4,11.5,7.538461538461538,33.54545454545455,0.6501818181818183,32.666666666666664,114.02753872633392,0.4367248322147651,1,2.0,1,0,,16
2023-02-04,ATL,1,0,1,10.11111111111111,13.333333333333334,12.6,12.2,7.8,33.53333333333333,0.6511111111111112,28.666666666666668,124.76522672390662,0.4141111111111111,1,2.0,1,0,,10
2023-02-07,MIN,1,1,1,10.108695652173912,13.666666666666666,12.0,12.2,8.666666666666666,33.54347826086956,0.6505434782608697,26.666666666666668,110.84934154887036,0.4444026845637583,1,3.0,1,1,8.03883495145631,16
2023-02-09,ORL,0,1,0,10.23404255319149,14.0,13.2,12.2,10.8,33.42553191489362,0.6537234042553193,23.666666666666668,117.21412021262095,0.4076111111111112,0,2.0,0,1,8.115384615384615,6
2023-02-11,CHA,0,1,1,10.145833333333334,10.666666666666666,12.6,11.9,8.4,33.520833333333336,0.6510625000000001,25.666666666666668,109.6115865701119,0.4219444444444445,0,2.0,1,1,8.095238095238095,10
2023-02-13,MIA,0,1,1,10.142857142857142,10.666666666666666,11.6,11.5,8.6,33.53061224489796,0.6479795918367348,22.0,109.60405535004796,0.3918926174496643,0,2.0,1,1,8.11320754716981,8
2023-02-15,DAL,1,1,1,10.1,8.0,10.0,11.3,6.285714285714286,33.54,0.6521600000000001,27.333333333333332,124.29643527204504,0.4006442953020134,1,2.0,1,1,8.11214953271028,10
2023-02-23,CLE,0,0,1,10.098039215686274,9.333333333333334,10.0,11.0,8.6,33.549019607843135,0.652450980392157,23.333333333333332,116.69530355097366,0.388,0,8.0,1,0,,13
2023-02-25,MEM,0,0,0,10.153846153846152,10.333333333333334,9.4,11.3,7.875,33.59615384615385,0.6517307692307693,23.333333333333332,108.85293343856875,0.4223333333333334,0,2.0,0,0,,3
2023-02-26,LAC,1,0,1,10.0188679245283,8.666666666666666,8.8,10.7,7.888888888888889,33.471698113207545,0.6514339622641512,32.666666666666664,123.2624450516811,0.4372467532467533,1,1.0,1,0,,10
2023-02-28,HOU,0,0,1,10.01851851851852,8.666666666666666,8.8,10.2,8.857142857142858,33.629629629629626,0.6517222222222224,22.333333333333332,100.19329896907216,0.4311111111111111,0,2.0,1,0,,10
2023-03-03,MEM,1,0,1,10.018181818181818,7.666666666666667,9.2,9.6,7.333333333333333,33.527272727272724,0.6514363636363639,25.666666666666668,114.81284842049376,0.4185555555555555,1,3.0,1,0,,10
2023-03-06,TOR,1,0,1,10.017857142857142,10.0,9.2,9.6,5.0,33.55357142857143,0.6523035714285715,28.0,111.18644067796608,0.3959731543624161,1,3.0,1,0,,9
2023-03-08,CHI,1,0,0,10.0,9.666666666666666,8.4,8.9,11.75,33.59649122807018,0.6518245614035089,23.0,117.61075298312988,0.4050555555555555,1,2.0,0,0,,8
2023-03-10,SAS,0,0,0,9.96551724137931,9.0,9.4,9.1,8.666666666666666,33.62068965517241,0.6481379310344828,26.0,107.92778649921507,0.4246666666666667,0,2.0,0,0,,11
2023-03-12,BKN,1,0,0,9.983050847457626,9.333333333333334,9.6,9.2,8.75,33.71186440677966,0.6470338983050848,21.0,111.7195367573011,0.4265234899328859,1,2.0,0,0,,11
2023-03-14,TOR,0,0,0,10.0,10.0,9.8,9.5,5.8,33.8,0.6464000000000001,26.333333333333332,108.81210660238382,0.4148333333333333,0,2.0,0,0,,7
2023-03-16,DET,0,0,1,9.950819672131148,9.666666666666666,9.2,9.2,9.8,33.81967213114754,0.6484098360655739,23.666666666666668,109.09935004642529,0.4188333333333333,0,2.0,1,0,,9
2023-03-18,NYK,0,0,0,9.935483870967742,9.0,9.2,8.8,5.75,33.806451612903224,0.6505000000000001,22.666666666666668,115.58161477288044,0.4121666666666667,0,2.0,0,0,,8
2023-03-19,BKN,0,0,1,9.904761904761903,8.0,9.2,9.3,9.2,33.857142857142854,0.6498730158730158,25.666666666666668,110.30409991854468,0.4092222222222222,0,1.0,1,0,,10
2023-03-22,WAS,0,0,1,9.90625,9.0,9.0,9.3,8.2,33.890625,0.6514375000000001,26.333333333333332,108.79785090664876,0.4136111111111111,0,3.0,1,0,,7
2023-03-25,MIL,1,0,1,9.861538461538462,8.333333333333334,8.2,9.0,10.666666666666666,33.89230769230769,0.6529538461538462,33.666666666666664,122.94567808305106,0.4428333333333333,1,3.0,1,0,,11
2023-03-27,PHI,1,0,1,9.87878787878788,9.333333333333334,9.0,9.1,8.2,33.86363636363637,0.6506363636363638,24.666666666666668,114.71682513435304,0.4031666666666666,1,2.0,1,0,,12
2023-04-04,HOU,0,0,0,9.91044776119403,10.0,9.6,9.4,9.0,33.88059701492537,0.6517761194029852,20.666666666666668,116.0437187963838,0.4117222222222221,0,8.0,0,0,,4
2023-04-08,UTA,0,0,0,9.823529411764708,9.0,8.8,9.0,9.333333333333334,33.75,0.6501029411764706,25.666666666666668,107.9523869823984,0.424,0,4.0,0,0,,10
2023-04-16,MIN,1,0,1,9.826086956521738,8.666666666666666,8.8,8.9,9.4,33.65217391304348,0.6464782608695652,29.333333333333332,121.0203549060543,0.4257777777777777,1,8.0,1,0,,6
2023-04-19,MIN,1,0,1,9.771428571428572,6.666666666666667,8.6,8.4,9.090909090909092,33.57142857142857,0.6443857142857142,28.333333333333332,112.8164764528401,0.4235,1,3.0,1,0,,9
2023-04-21,MIN,0,0,1,9.76056338028169,8.333333333333334,8.2,8.6,9.083333333333334,33.61971830985915,0.642718309859155,22.333333333333332,104.86634681288552,0.4052777777777778,0,2.0,1,0,,12
2023-04-23,MIN,0,0,0,9.791666666666666,9.0,8.2,8.9,9.307692307692308,33.68055555555556,0.6434027777777778,22.0,105.35070695869142,0.4007777777777778,0,2.0,0,0,,6
2023-04-25,MIN,1,0,1,9.73972602739726,9.0,8.6,8.7,9.071428571428571,33.75342465753425,0.6424931506849315,23.666666666666668,114.887831407206,0.3948993288590604,1,2.0,1,0,,12
2023-04-29,PHX,1,0,1,9.77027027027027,10.0,9.0,8.9,7.272727272727272,33.86486486486486,0.6375405405405405,25.333333333333332,124.96685229382126,0.4190000000000001,1,4.0,1,0,,5
2023-05-01,PHX,1,0,1,9.706666666666669,7.666666666666667,8.8,8.7,7.083333333333333,33.85333333333333,0.6347600000000001,25.333333333333332,120.37162620371626,0.4096111111111111,1,2.0,1,0,,5
2023-05-05,PHX,0,0,0,9.644736842105264,7.333333333333333,8.0,8.1,6.923076923076923,33.94736842105263,0.6338684210526316,24.666666666666668,111.77347242921012,0.4100555555555555,0,4.0,0,0,,17
2023-05-07,PHX,0,0,0,9.74025974025974,9.0,9.0,8.6,7.642857142857143,34.05194805194805,0.6331558441558442,22.333333333333332,105.14018691588788,0.416111111111111,0,2.0,0,0,,11
2023-05-09,PHX,1,0,1,9.756410256410255,11.0,10.0,9.3,7.866666666666666,34.11538461538461,0.6335897435897437,25.0,114.28377645143787,0.4095555555555555,1,2.0,1,0,,12
2023-05-11,PHX,0,0,1,9.78481012658228,13.333333333333334,10.0,9.5,8.125,34.164556962025316,0.6331645569620254,24.666666666666668,117.23954169997334,0.417,0,2.0,1,0,,12
2023-05-16,LAL,1,0,1,9.8125,11.666666666666666,11.4,10.1,8.777777777777779,34.2125,0.634275,23.333333333333332,112.58817145957678,0.4095555555555555,1,5.0,1,0,,14
2023-05-18,LAL,1,0,1,9.864197530864198,12.666666666666666,13.2,10.6,9.3,34.30864197530864,0.6351604938271606,26.333333333333332,121.4324917672887,0.4048888888888889,1,2.0,1,0,,12
2023-05-20,LAL,0,0,1,9.890243902439025,12.666666666666666,12.2,10.6,9.545454545454543,34.40243902439025,0.6326463414634147,27.0,120.0574634012861,0.4060555555555555,0,2.0,1,0,,8
2023-05-22,LAL,0,0,1,9.867469879518072,11.333333333333334,11.6,10.8,9.416666666666666,34.44578313253012,0.6307349397590363,27.666666666666668,113.6057173678533,0.4119999999999999,0,2.0,1,0,,13
2023-06-01,MIA,1,0,1,9.904761904761903,11.0,11.8,10.9,8.5,34.57142857142857,0.6286785714285715,22.666666666666668,109.86221899927484,0.3830555555555556,1,10.0,1,0,,14
2023-06-04,MIA,1,0,0,9.952941176470588,11.666666666666666,12.2,11.8,9.285714285714286,34.63529411764706,0.6291294117647059,24.666666666666668,106.29977246871448,0.3906666666666666,1,3.0,0,0,,4
2023-06-07,MIA,0,0,1,9.883720930232558,10.333333333333334,10.2,11.7,8.625,34.72093023255814,0.628453488372093,26.666666666666668,110.70243761719313,0.3851666666666666,0,3.0,1,0,,10
2023-06-09,MIA,0,0,1,9.885057471264368,9.333333333333334,9.8,11.0,8.777777777777779,34.827586206896555,0.6277931034482759,24.666666666666668,107.17882319090776,0.3861666666666667,0,2.0,1,0,,4
2023-06-12,MIA,1,0,1,9.818181818181818,6.0,9.0,10.3,8.3,34.85227272727273,0.6254431818181818,23.666666666666668,108.31889081455805,0.3846666666666667,1,3.0,1,0,,4
2023-10-27,MEM,0,0,1,11.0,,,,7.6,36.0,0.545,23.0,99.23664122137404,0.4366666666666666,0,3.0,1,0,,7
2023-10-29,OKC,0,0,1,9.0,,,,8.5,35.5,0.558,26.0,111.92589733693556,0.4318333333333333,0,2.0,1,0,,5
2023-10-30,UTA,1,0,1,7.666666666666667,7.666666666666667,,,9.4,33.666666666666664,0.622,25.0,110.645541442975,0.4242777777777778,1,1.0,1,0,,11
2023-11-01,MIN,0,0,0,8.5,7.666666666666667,,,9.266666666666667,34.0,0.654,24.666666666666668,104.05585106382978,0.4177777777777777,0,2.0,0,0,,3
2023-11-03,DAL,1,0,1,7.4,6.333333333333333,7.4,,6.75,33.2,0.6188,22.333333333333332,120.84993359893758,0.4183333333333333,1,2.0,1,0,,9
2023-11-04,CHI,1,0,1,7.666666666666667,7.666666666666667,7.0,,11.0,33.666666666666664,0.6615000000000001,19.666666666666668,109.96470268802608,0.4092222222222222,1,1.0,1,0,,9
2023-11-06,NOP,1,1,1,7.857142857142857,7.0,7.4,,10.2,33.57142857142857,0.6474285714285715,23.0,113.69807222373068,0.4092222222222222,1,2.0,1,1,8.12962962962963,12
2023-11-08,GSW,1,1,1,8.375,10.0,8.8,,8.142857142857142,33.875,0.644625,29.333333333333332,117.49935616791144,0.4314444444444444,1,2.0,1,1,8.1651376146789,5
2023-11-12,HOU,0,1,0,8.0,8.666666666666666,7.6,,8.444444444444445,34.22222222222222,0.6352222222222222,24.666666666666668,121.83370044052865,0.4035555555555555,0,4.0,0,1,8.136363636363637,11
2023-11-14,LAC,1,1,1,8.3,9.333333333333334,9.2,8.3,8.1,34.6,0.6217,24.666666666666668,113.48597141344624,0.4197777777777778,1,2.0,1,1,8.162162162162161,9
2023-11-17,NOP,0,1,0,8.363636363636363,8.333333333333334,9.2,8.1,10.363636363636363,34.72727272727273,0.5968181818181818,26.333333333333332,118.2154605263158,0.4053333333333332,0,3.0,0,1,8.169642857142858,18
2023-11-19,CLE,0,1,0,9.166666666666666,12.666666666666666,11.0,9.2,9.333333333333334,34.833333333333336,0.58875,22.666666666666668,117.84865016086164,0.3971666666666667,0,2.0,0,1,8.256637168141593,7
2023-11-20,DET,0,1,1,9.0,11.333333333333334,10.0,9.4,9.666666666666666,34.30769230769231,0.5907692307692308,27.0,108.07477606127485,0.4279444444444444,0,1.0,1,1,8.24561403508772,5
2023-11-22,ORL,0,1,0,8.714285714285714,10.0,10.0,8.8,10.0,32.92857142857143,0.5842857142857143,25.333333333333332,113.54961832061068,0.4366666666666667,0,2.0,0,1,8.217391304347826,12
2023-11-24,HOU,0,1,0,8.933333333333334,8.0,10.2,9.7,8.7,33.13333333333333,0.5898,28.333333333333332,111.23806963301516,0.4132777777777778,0,2.0,0,1,8.25,8
2023-11-26,SAS,1,1,1,8.875,8.333333333333334,10.0,9.6,8.9,33.6875,0.5811875,25.666666666666668,100.14077297158944,0.4341111111111111,1,2.0,1,1,8.247863247863247,9
2023-11-29,HOU,1,0,1,8.882352941176471,9.666666666666666,8.2,9.6,8.636363636363637,33.705882352941174,0.5814705882352941,26.666666666666668,111.3878045497375,0.4127222222222222,1,3.0,1,0,,15
2023-12-01,PHX,0,1,1,9.22222222222222,10.666666666666666,9.8,9.9,8.352941176470589,33.666666666666664,0.5842777777777778,24.666666666666668,115.05839822024468,0.3995555555555556,0,2.0,1,1,8.254237288135593,16
2023-12-02,SAC,0,1,0,9.578947368421051,13.333333333333334,12.0,11.0,9.88888888888889,33.73684210526316,0.5798421052631578,24.0,117.49935616791144,0.4314444444444444,0,1.0,0,1,8.319327731092438,14
2023-12-06,LAC,0,0,0,9.8,15.0,12.4,11.3,8.181818181818182,33.95,0.5791,26.333333333333332,107.22273385080912,0.4222777777777777,0,4.0,0,0,,10
2023-12-08,HOU,1,0,0,9.80952380952381,13.333333333333334,12.8,11.4,9.166666666666666,34.095238095238095,0.5649047619047619,26.333333333333332,111.088736743187,0.4138333333333333,1,2.0,0,0,,5
2023-12-11,ATL,0,0,1,9.590909090909092,9.666666666666666,12.0,10.1,8.166666666666666,34.09090909090909,0.5549545454545455,22.666666666666668,111.3956466069142,0.4338888888888889,0,3.0,1,0,,9
2023-12-12,CHI,0,1,1,9.565217391304348,8.0,10.8,10.3,10.666666666666666,34.17391304347826,0.5609130434782609,25.0,117.8506137372682,0.4111677852348993,0,1.0,1,1,8.366666666666667,6
2023-12-14,BKN,1,0,1,9.416666666666666,6.666666666666667,8.8,10.4,9.333333333333334,33.416666666666664,0.5542083333333333,25.0,119.04761904761904,0.4176666666666666,1,2.0,1,0,,10
2023-12-16,OKC,1,0,0,9.44,8.333333333333334,8.0,10.2,8.181818181818182,33.28,0.5587199999999999,25.333333333333332,119.26328502415458,0.4445637583892617,1,2.0,0,0,,12
2023-12-18,DAL,1,0,1,9.538461538461538,9.333333333333334,8.4,10.6,7.0,33.42307692307692,0.5577307692307691,25.333333333333332,117.55075311067452,0.4241666666666666,1,2.0,1,0,,7
2023-12-20,TOR,0,0,1,9.444444444444445,9.666666666666666,8.8,10.4,6.0,33.22222222222222,0.5509629629629629,33.0,117.96551263200108,0.4156111111111111,0,2.0,1,0,,6
2023-12-22,BKN,0,0,1,9.321428571428571,8.333333333333334,8.2,9.5,9.428571428571429,33.392857142857146,0.5514642857142856,27.0,108.23930726843348,0.4234444444444444,0,2.0,1,0,,7
2023-12-23,CHA,0,0,1,9.241379310344827,6.666666666666667,8.4,8.6,8.666666666666666,33.41379310344828,0.5567931034482758,18.666666666666668,100.36870135190496,0.4068333333333334,0,1.0,1,0,,9
2023-12-25,GSW,1,0,1,9.233333333333333,7.333333333333333,8.2,8.1,7.933333333333334,33.5,0.5572666666666667,33.333333333333336,125.84547346514049,0.4127785234899328,1,2.0,1,0,,8
