Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612766,0022201163,"APR 02, 2023",CHA vs. TOR,L,26,53,0.329,240,42,85,0.494,15,31,0.484,9,13,0.692,10,27,37,26,3,4,17,11,108
1610612766,0022201176,"APR 04, 2023",CHA vs. TOR,L,26,54,0.325,240,36,77,0.468,12,31,0.387,16,19,0.842,6,36,42,27,3,4,17,22,100
1610612766,0022201202,"APR 07, 2023",CHA vs. HOU,L,26,55,0.321,240,38,88,0.432,13,41,0.317,20,27,0.741,7,34,41,22,10,9,17,21,109
1610612766,0022201218,"APR 09, 2023",CHA @ CLE,W,27,55,0.329,240,37,81,0.457,6,32,0.188,26,30,0.867,10,39,49,23,8,5,18,14,106
1610612766,0022200326,"DEC 02, 2022",CHA vs. WAS,W,7,15,0.318,240,40,95,0.421,12,29,0.414,25,31,0.806,19,26,45,25,6,3,4,24,117
1610612766,0022200339,"DEC 03, 2022",CHA vs. MIL,L,7,16,0.304,240,34,87,0.391,5,24,0.208,23,26,0.885,9,35,44,15,9,4,14,19,96
1610612766,0022200352,"DEC 05, 2022",CHA vs. LAC,L,7,17,0.292,240,47,98,0.48,12,34,0.353,11,17,0.647,14,35,49,29,8,4,10,16,117
1610612766,0022200364,"DEC 07, 2022",CHA @ BKN,L,7,18,0.28,240,47,88,0.534,10,24,0.417,12,23,0.522,10,30,40,25,4,3,11,18,116
1610612766,0022200377,"DEC 09, 2022",CHA vs. NYK,L,7,19,0.269,240,37,84,0.44,6,26,0.231,22,28,0.786,12,33,45,16,8,6,12,26,102
1610612766,0022200399,"DEC 11, 2022",CHA @ PHI,L,7,20,0.259,240,38,93,0.409,11,30,0.367,26,30,0.867,15,30,45,21,12,3,15,24,113
1610612766,0022200414,"DEC 14, 2022",CHA vs. DET,L,7,21,0.25,265,47,114,0.412,17,51,0.333,23,29,0.793,17,35,52,21,7,6,5,29,134
1610612766,0022200428,"DEC 16, 2022",CHA vs. ATL,L,7,22,0.241,240,39,98,0.398,15,43,0.349,13,19,0.684,15,28,43,26,8,5,12,25,106
1610612766,0022200450,"DEC 18, 2022",CHA @ DEN,L,7,23,0.233,240,41,96,0.427,12,38,0.316,21,23,0.913,12,36,48,26,7,7,11,26,115
1610612766,0022200460,"DEC 19, 2022",CHA @ SAC,W,8,23,0.258,240,49,95,0.516,10,31,0.323,17,23,0.739,11,45,56,26,4,7,14,25,125
