GAME_DATE,SEASON,OPPONENT,IS_HOME,DAYS_RESTED,WON_GAME,SEASON_AVG_PTS_MURRAY_OUT,SEASON_AVG_REB_MURRAY_OUT,SEASON_AVG_AST_MURRAY_OUT,MURRAY_OUT,SEASON_AVG_PTS,SEASON_AVG_REB,SEASON_AVG_AST,SEASON_AVG_MIN,SEASON_AVG_FGA,SEASON_AVG_FGM,SEASON_AVG_FG_PCT,SEASON_AVG_FG3A,SEASON_AVG_FG3M,SEASON_AVG_FG3_PCT,SEASON_AVG_FTA,SEASON_AVG_FTM,SEASON_AVG_FT_PCT,ROLL_3_PTS,ROLL_3_REB,ROLL_3_AST,ROLL_3_MIN,ROLL_3_FGA,ROLL_3_FGM,ROLL_3_FG_PCT,ROLL_3_FG3A,ROLL_3_FG3M,ROLL_3_FG3_PCT,ROLL_3_FTA,ROLL_3_FTM,ROLL_3_FT_PCT,ROLL_5_PTS,ROLL_5_REB,ROLL_5_AST,ROLL_5_MIN,ROLL_5_FGA,ROLL_5_FGM,ROLL_5_FG_PCT,ROLL_5_FG3A,ROLL_5_FG3M,ROLL_5_FG3_PCT,ROLL_5_FTA,ROLL_5_FTM,ROLL_5_FT_PCT,ROLL_10_PTS,ROLL_10_REB,ROLL_10_AST,ROLL_10_MIN,ROLL_10_FGA,ROLL_10_FGM,ROLL_10_FG_PCT,ROLL_10_FG3A,ROLL_10_FG3M,ROLL_10_FG3_PCT,ROLL_10_FTA,ROLL_10_FTM,ROLL_10_FT_PCT,HEAD2HEAD_AVG_PTS,HEAD2HEAD_AVG_REB,HEAD2HEAD_AVG_AST,HEAD2HEAD_AVG_MIN,HEAD2HEAD_AVG_FGA,HEAD2HEAD_AVG_FGM,HEAD2HEAD_AVG_FG_PCT,HEAD2HEAD_AVG_FG3A,HEAD2HEAD_AVG_FG3M,HEAD2HEAD_AVG_FG3_PCT,HEAD2HEAD_AVG_FTA,HEAD2HEAD_AVG_FTM,HEAD2HEAD_AVG_FT_PCT,OPP_DEF_RATING,OPP_PACE,OPP_PTS,OPP_REB,OPP_AST,OPP_FGA,OPP_FGM,OPP_FG_PCT,OPP_FG3A,OPP_FG3M,OPP_FG3_PCT,OPP_FTA,OPP_FTM,OPP_FT_PCT,PTS,REB,AST
2022-03-18,2021,CLE,0,2.0,0,26.402298850574713,12.827586206896552,8.068965517241379,1,26.047619047619047,13.761904761904763,8.063492063492063,33.01587301587302,17.238095238095237,9.88888888888889,0.5896349206349207,4.126984126984127,1.4603174603174602,0.3635238095238095,5.9523809523809526,4.809523809523809,0.8019999999999999,25.666666666666668,12.0,7.666666666666667,30.333333333333332,14.333333333333334,9.0,0.6353333333333333,1.6666666666666667,1.0,0.4443333333333333,7.666666666666667,6.666666666666667,0.8676666666666666,27.6,13.2,7.8,31.6,17.6,10.2,0.592,3.0,0.6,0.2666,7.6,6.6,0.865,26.4,13.7,8.9,32.9,16.5,9.8,0.5955999999999999,3.0,0.6,0.1933,7.6,6.2,0.8563000000000001,17.333333333333332,12.333333333333334,8.333333333333334,32.666666666666664,10.0,6.333333333333333,0.6463333333333333,2.0,0.6666666666666666,0.25,4.333333333333333,4.0,0.9443333333333334,109.5604099244876,0.3981744966442953,108.33333333333331,42.666666666666664,24.0,84.0,38.666666666666664,0.4613333333333333,27.333333333333332,9.666666666666666,0.3429999999999999,27.0,21.333333333333332,0.7956666666666666,32,10,8
2022-03-20,2021,BOS,1,2.0,0,26.46590909090909,12.795454545454545,8.068181818181818,1,26.140625,13.703125,8.0625,33.09375,17.34375,9.96875,0.5901875000000001,4.125,1.4375,0.35784375,5.890625,4.765625,0.8050937499999999,27.666666666666668,12.0,8.0,32.666666666666664,18.0,11.0,0.613,3.0,1.0,0.4443333333333333,5.333333333333333,4.666666666666667,0.9046666666666666,26.4,11.6,8.0,32.2,17.6,10.2,0.592,3.4,0.6,0.2666,6.2,5.4,0.8872,27.8,13.7,8.6,33.3,17.3,10.7,0.6205999999999999,2.9,0.6,0.1933,7.0,5.8,0.8813000000000001,27.666666666666668,10.666666666666666,9.0,34.666666666666664,19.333333333333332,10.333333333333334,0.5153333333333333,5.666666666666667,2.0,0.3,6.333333333333333,5.0,0.738,114.87811711964136,0.3965555555555555,109.33333333333331,47.0,24.0,83.66666666666667,39.0,0.4683333333333333,39.0,15.333333333333334,0.3893333333333333,19.333333333333332,16.0,0.8216666666666667,23,8,4
2022-03-22,2021,LAC,1,2.0,1,26.426966292134832,12.741573033707866,8.02247191011236,1,26.092307692307692,13.615384615384615,8.0,33.09230769230769,17.43076923076923,9.938461538461539,0.5864615384615385,4.153846153846154,1.4461538461538461,0.35746153846153844,5.892307692307693,4.769230769230769,0.8055230769230768,28.0,10.333333333333334,6.666666666666667,32.333333333333336,20.333333333333332,11.0,0.5623333333333332,4.0,1.3333333333333333,0.4443333333333333,5.0,4.666666666666667,0.9443333333333334,26.4,10.8,7.0,32.4,18.0,10.0,0.5758,3.0,1.0,0.3332,6.2,5.4,0.8872,29.3,12.7,7.9,34.0,19.1,11.2,0.5953999999999999,3.4,0.8,0.2266,7.4,6.1,0.8646,27.333333333333332,13.166666666666666,8.333333333333334,37.166666666666664,18.166666666666668,9.333333333333334,0.5166666666666666,4.0,1.6666666666666667,0.41933333333333334,7.666666666666667,7.0,0.7821666666666666,114.71890513887026,0.4140555555555555,114.0,41.666666666666664,27.333333333333332,90.33333333333331,44.0,0.4836666666666667,34.0,12.0,0.3533333333333333,16.0,14.0,0.8756666666666667,30,14,6
2022-03-24,2021,PHX,1,2.0,0,26.466666666666665,12.755555555555556,8.0,1,26.151515151515152,13.621212121212121,7.96969696969697,33.10606060606061,17.393939393939394,9.924242424242424,0.5866666666666668,4.121212121212121,1.4242424242424243,0.35204545454545455,6.0,4.878787878787879,0.8073030303030303,28.333333333333332,10.666666666666666,6.0,35.0,20.666666666666668,10.666666666666666,0.5243333333333333,4.0,0.6666666666666666,0.111,7.0,6.333333333333333,0.9186666666666667,27.2,11.6,6.8,33.0,18.4,10.0,0.5574,3.4,1.0,0.3332,7.0,6.2,0.8940000000000001,30.1,12.5,8.1,34.1,18.9,11.1,0.5966,3.2,0.8,0.2266,8.5,7.1,0.8568999999999999,25.5,13.375,6.25,35.125,21.125,10.625,0.5068750000000001,4.0,1.25,0.28125,4.25,3.0,0.36562500000000003,124.0719030871434,0.4121879194630872,127.0,47.333333333333336,26.0,87.33333333333333,46.0,0.5276666666666666,28.666666666666668,11.666666666666666,0.411,27.333333333333332,23.333333333333332,0.8559999999999999,28,6,6
2022-03-26,2021,OKC,1,2.0,1,26.483516483516482,12.68131868131868,7.978021978021978,1,26.17910447761194,13.507462686567164,7.940298507462686,33.08955223880597,17.28358208955224,9.91044776119403,0.5913432835820897,4.08955223880597,1.4179104477611941,0.3542537313432836,6.074626865671642,4.940298507462686,0.8074626865671641,27.0,9.333333333333334,5.333333333333333,33.0,16.0,8.666666666666666,0.616,3.3333333333333335,1.0,0.2776666666666667,10.0,8.666666666666666,0.858,28.4,10.2,6.4,32.6,17.2,10.2,0.6374000000000001,3.2,1.0,0.3666,7.8,7.0,0.9148,28.3,11.9,7.6,33.0,17.7,10.4,0.6138999999999999,2.9,0.6,0.2166,8.4,6.9,0.8470000000000001,20.833333333333332,12.833333333333334,6.833333333333333,31.0,15.666666666666666,8.666666666666666,0.5764999999999999,4.0,0.8333333333333334,0.22816666666666666,2.6666666666666665,2.6666666666666665,1.0,108.56533901691756,0.4170555555555555,108.66666666666669,44.333333333333336,21.0,88.0,38.666666666666664,0.441,42.0,15.666666666666666,0.3816666666666666,20.666666666666668,15.666666666666666,0.738,35,12,8
2022-03-28,2021,CHA,0,2.0,1,26.57608695652174,12.673913043478262,7.978260869565218,1,26.308823529411764,13.485294117647058,7.9411764705882355,33.11764705882353,17.25,9.955882352941176,0.5953970588235294,4.044117647058823,1.3970588235294117,0.34904411764705884,6.132352941176471,5.0,0.8088235294117646,31.0,10.666666666666666,6.666666666666667,33.666666666666664,13.333333333333334,10.333333333333334,0.789,1.6666666666666667,0.3333333333333333,0.16666666666666666,11.333333333333334,10.0,0.8803333333333333,29.6,10.0,6.4,34.4,17.4,10.8,0.6679999999999999,3.0,0.6,0.1666,8.4,7.4,0.8948,28.6,11.6,7.1,33.0,17.5,10.5,0.63,3.0,0.6,0.2166,8.0,7.0,0.8798999999999999,23.666666666666668,14.0,7.0,32.333333333333336,19.0,8.666666666666666,0.559,2.6666666666666665,0.3333333333333333,0.05566666666666667,6.666666666666667,6.0,0.536,117.69710720363018,0.3917777777777778,110.66666666666669,47.666666666666664,26.0,91.66666666666669,41.666666666666664,0.4556666666666666,37.333333333333336,14.333333333333334,0.3986666666666666,19.0,13.0,0.6726666666666666,26,19,11
2022-03-30,2021,IND,0,2.0,1,26.56989247311828,12.741935483870968,8.010752688172044,1,26.304347826086957,13.565217391304348,7.9855072463768115,33.14492753623188,17.246376811594203,9.942028985507246,0.5944347826086958,3.9855072463768115,1.3768115942028984,0.3439855072463768,6.217391304347826,5.043478260869565,0.8067681159420289,29.666666666666668,12.333333333333334,8.333333333333334,34.0,14.0,10.333333333333334,0.7653333333333334,1.0,0.3333333333333333,0.16666666666666666,11.0,8.666666666666666,0.7949999999999999,28.4,11.8,7.0,33.8,16.0,9.6,0.6487999999999999,2.2,0.6,0.1666,10.4,8.6,0.8282,27.4,11.7,7.5,33.0,16.8,9.9,0.6204000000000001,2.8,0.6,0.2166,8.3,7.0,0.8577,26.0,13.0,6.5,35.5,21.5,10.0,0.47,3.0,1.5,0.5,6.0,4.5,0.65,106.79153752863498,0.4122777777777777,105.66666666666669,31.333333333333332,25.0,86.0,39.0,0.4529999999999999,35.0,12.333333333333334,0.3503333333333333,20.333333333333332,15.333333333333334,0.7616666666666667,37,13,9
2022-04-01,2021,MIN,1,2.0,0,26.680851063829788,12.74468085106383,8.02127659574468,1,26.457142857142856,13.557142857142857,8.0,33.18571428571428,17.271428571428572,10.014285714285714,0.5972142857142858,3.9285714285714284,1.3571428571428572,0.3390714285714286,6.242857142857143,5.071428571428571,0.8077428571428571,32.666666666666664,14.666666666666666,9.333333333333334,35.333333333333336,17.0,12.333333333333334,0.7283333333333334,0.3333333333333333,0.0,0.0,10.0,8.0,0.8140000000000001,31.2,12.8,8.0,34.4,15.2,11.0,0.737,1.0,0.2,0.09999999999999999,10.8,9.0,0.8366,28.8,11.8,7.5,33.4,16.6,10.5,0.6564,2.0,0.6,0.2166,8.5,7.2,0.8619,26.5,14.333333333333334,8.0,33.833333333333336,17.333333333333332,10.166666666666666,0.5928333333333334,3.5,1.1666666666666667,0.3541666666666667,6.0,5.0,0.8453333333333334,108.92527066279376,0.4207777777777778,110.0,41.0,26.0,86.66666666666667,41.666666666666664,0.4833333333333333,33.666666666666664,12.0,0.3596666666666666,19.666666666666668,14.666666666666666,0.7326666666666668,38,19,8
2022-04-03,2021,LAL,0,2.0,1,26.8,12.810526315789474,8.021052631578947,1,26.619718309859156,13.633802816901408,8.0,33.32394366197183,17.323943661971832,10.070422535211268,0.5981971830985917,3.9014084507042255,1.3380281690140845,0.3342957746478873,6.323943661971831,5.140845070422535,0.8080985915492956,33.666666666666664,17.0,9.333333333333334,38.0,19.0,12.666666666666666,0.6616666666666667,0.6666666666666666,0.0,0.0,10.666666666666666,8.333333333333334,0.7916666666666666,32.8,13.8,8.4,36.2,16.4,12.0,0.7504,1.0,0.2,0.09999999999999999,10.6,8.6,0.8186,30.0,12.7,7.6,34.6,17.4,11.0,0.6538999999999999,2.2,0.6,0.2166,8.8,7.4,0.8562999999999998,21.25,11.5,8.5,33.5,18.25,8.25,0.4645,2.75,0.75,0.2375,4.5,4.0,0.84375,124.43153107630116,0.4250201342281879,131.33333333333334,38.666666666666664,28.0,88.0,46.666666666666664,0.5283333333333333,35.333333333333336,16.666666666666668,0.4619999999999999,27.0,21.333333333333332,0.7943333333333333,38,18,6
2022-04-05,2021,SAS,1,2.0,0,26.916666666666668,12.864583333333334,8.0,1,26.77777777777778,13.694444444444445,7.972222222222222,33.31944444444444,17.38888888888889,10.13888888888889,0.599361111111111,3.888888888888889,1.3194444444444444,0.3296527777777778,6.388888888888889,5.180555555555555,0.8069722222222223,37.666666666666664,16.666666666666668,7.666666666666667,37.333333333333336,20.666666666666668,14.666666666666666,0.7126666666666667,1.6666666666666667,0.0,0.0,10.333333333333334,8.333333333333334,0.8116666666666666,34.8,16.2,8.4,36.4,18.8,13.2,0.7068,1.2,0.0,0.0,10.6,8.4,0.8004000000000001,31.6,13.2,7.4,34.5,18.0,11.7,0.6721,2.2,0.5,0.1833,9.2,7.7,0.8575999999999999,29.166666666666668,13.0,9.0,35.0,20.166666666666668,11.833333333333334,0.5843333333333334,5.166666666666667,2.5,0.5619999999999999,3.6666666666666665,3.0,0.8195,119.77263499796994,0.4105,118.0,44.0,28.333333333333332,82.66666666666667,42.0,0.5086666666666667,38.0,14.666666666666666,0.3883333333333333,24.666666666666668,19.333333333333332,0.7886666666666667,41,17,4
2022-04-07,2021,MEM,1,2.0,1,27.061855670103093,12.907216494845361,7.958762886597938,1,26.972602739726028,13.73972602739726,7.917808219178082,33.41095890410959,17.63013698630137,10.246575342465754,0.5981917808219178,3.904109589041096,1.3150684931506849,0.3278767123287671,6.383561643835616,5.164383561643835,0.8050547945205481,39.0,18.0,6.0,38.666666666666664,26.0,15.666666666666666,0.621,3.3333333333333335,0.3333333333333333,0.06666666666666667,9.666666666666666,7.333333333333333,0.7423333333333333,36.0,17.2,7.6,37.4,22.8,14.2,0.6362,2.0,0.2,0.039999999999999994,9.8,7.4,0.7538,32.8,13.6,7.0,35.9,20.1,12.5,0.6521000000000001,2.5,0.4,0.10329999999999999,9.1,7.4,0.8242999999999998,30.333333333333332,12.333333333333334,7.333333333333333,36.5,19.333333333333332,11.666666666666666,0.5956666666666667,4.333333333333333,1.8333333333333333,0.4555,5.833333333333333,5.166666666666667,0.7916666666666666,108.74984419793094,0.4307651006711409,116.33333333333331,46.333333333333336,27.333333333333332,98.0,43.0,0.4403333333333332,31.333333333333332,12.0,0.3736666666666666,22.666666666666668,18.333333333333332,0.7919999999999999,35,16,6
2022-04-16,2021,GSW,0,9.0,0,,,,0,27.08108108108108,13.77027027027027,7.891891891891892,33.432432432432435,17.716216216216218,10.324324324324325,0.5991216216216216,3.891891891891892,1.3108108108108107,0.3279459459459459,6.324324324324325,5.121621621621622,0.8076891891891893,38.0,17.0,5.333333333333333,36.0,27.0,16.333333333333332,0.6210000000000001,3.6666666666666665,0.6666666666666666,0.17766666666666667,6.333333333333333,4.666666666666667,0.798,37.8,16.6,6.6,37.4,24.2,15.6,0.6638,2.6,0.4,0.10659999999999999,7.8,6.2,0.8204,33.1,14.2,6.8,35.6,20.1,12.6,0.6563000000000001,2.4,0.5,0.1366,9.1,7.4,0.8242999999999998,25.857142857142858,13.571428571428571,8.428571428571429,34.57142857142857,19.142857142857142,9.571428571428571,0.5017142857142857,4.285714285714286,0.5714285714285714,0.1142857142857143,8.142857142857142,6.142857142857143,0.7958571428571428,119.20707206000536,0.4147777777777778,118.66666666666669,45.666666666666664,31.666666666666668,86.33333333333333,44.333333333333336,0.5126666666666668,32.333333333333336,14.333333333333334,0.4419999999999999,18.666666666666668,15.666666666666666,0.878,25,10,6
2022-04-18,2021,GSW,0,2.0,0,,,,0,27.053333333333335,13.72,7.866666666666666,33.45333333333333,17.813333333333333,10.346666666666666,0.5975333333333332,3.8933333333333335,1.2933333333333332,0.32357333333333327,6.266666666666667,5.066666666666666,0.8035866666666668,33.666666666666664,14.333333333333334,5.333333333333333,36.666666666666664,28.0,15.333333333333334,0.5536666666666666,4.0,0.6666666666666666,0.17766666666666667,3.3333333333333335,2.3333333333333335,0.7223333333333333,35.4,16.0,6.0,37.2,25.4,15.0,0.602,3.4,0.4,0.10659999999999999,6.6,5.0,0.7454000000000001,33.3,14.4,7.0,35.8,20.3,13.0,0.6695,2.2,0.3,0.10329999999999999,8.7,7.0,0.791,25.75,13.125,8.125,34.625,19.875,9.875,0.499,4.25,0.5,0.1,7.375,5.5,0.758875,121.875,0.4,117.0,44.333333333333336,29.666666666666668,81.33333333333333,41.666666666666664,0.5120000000000001,33.333333333333336,14.333333333333334,0.4276666666666666,25.0,19.333333333333332,0.7859999999999999,26,11,4
2022-04-21,2021,GSW,1,3.0,0,,,,0,27.039473684210527,13.68421052631579,7.815789473684211,33.38157894736842,17.842105263157894,10.328947368421053,0.5955921052631579,3.8947368421052633,1.2763157894736843,0.31931578947368416,6.2894736842105265,5.105263157894737,0.8061710526315791,28.666666666666668,12.333333333333334,5.333333333333333,32.666666666666664,23.0,12.333333333333334,0.5323333333333333,3.6666666666666665,0.3333333333333333,0.111,4.0,3.6666666666666665,0.8333333333333334,33.0,14.4,5.2,34.2,25.2,14.0,0.5586,3.8,0.4,0.10659999999999999,5.8,4.6,0.7788,32.9,14.1,6.8,35.2,20.8,13.0,0.6545,2.4,0.3,0.10329999999999999,8.2,6.6,0.7987,25.77777777777778,12.88888888888889,7.666666666666667,33.888888888888886,19.88888888888889,9.777777777777779,0.4935555555555556,4.222222222222222,0.4444444444444444,0.08888888888888889,7.444444444444445,5.777777777777778,0.7856666666666666,129.53545904343048,0.4042222222222221,125.66666666666669,39.0,31.0,82.33333333333333,46.0,0.5590000000000002,36.0,17.333333333333332,0.4859999999999999,22.0,16.333333333333332,0.7593333333333332,37,18,5
2022-04-24,2021,GSW,1,3.0,1,,,,0,27.16883116883117,13.74025974025974,7.779220779220779,33.44155844155844,17.896103896103895,10.376623376623376,0.5961168831168832,3.883116883116883,1.2857142857142858,0.3238311688311688,6.324675324675325,5.12987012987013,0.8058051948051949,29.333333333333332,13.0,5.0,33.666666666666664,22.333333333333332,11.666666666666666,0.522,3.6666666666666665,0.6666666666666666,0.22233333333333336,6.333333333333333,5.333333333333333,0.7593333333333332,32.8,14.4,5.0,35.2,25.2,13.8,0.5494,3.8,0.8,0.24,5.4,4.4,0.789,33.8,15.3,6.7,35.8,22.0,13.5,0.6281000000000001,2.5,0.4,0.12000000000000002,8.0,6.4,0.7947,26.9,13.4,7.4,34.3,20.1,10.2,0.5078,4.1,0.6,0.1467,7.6,5.9,0.7849,125.4100601421542,0.4064444444444444,122.33333333333331,35.333333333333336,29.666666666666668,80.0,43.333333333333336,0.5420000000000001,38.333333333333336,17.0,0.4439999999999999,27.0,18.666666666666668,0.6916666666666665,37,8,6
2022-04-27,2021,GSW,0,3.0,0,,,,0,27.294871794871796,13.666666666666666,7.756410256410256,33.5,17.935897435897434,10.423076923076923,0.597025641025641,3.8974358974358974,1.3076923076923077,0.32737179487179485,6.32051282051282,5.141025641025641,0.8082948717948718,33.333333333333336,12.333333333333334,5.0,34.666666666666664,21.0,12.333333333333334,0.5843333333333334,4.0,1.6666666666666667,0.4223333333333333,7.666666666666667,7.0,0.9259999999999998,32.0,12.6,5.4,34.8,22.4,13.0,0.5800000000000001,3.8,1.2,0.32,5.4,4.8,0.8556000000000001,34.0,14.9,6.5,36.1,22.6,13.6,0.6081000000000001,2.9,0.7,0.18,7.6,6.1,0.8047000000000001,27.818181818181817,12.909090909090908,7.2727272727272725,34.63636363636363,20.181818181818183,10.545454545454545,0.5222727272727272,4.181818181818182,0.8181818181818182,0.18790909090909091,7.454545454545454,5.909090909090909,0.8044545454545454,120.8769373426944,0.4193888888888889,121.66666666666669,33.666666666666664,27.333333333333332,81.33333333333333,43.333333333333336,0.5340000000000001,38.0,15.666666666666666,0.4093333333333332,28.0,19.333333333333332,0.69,30,19,8
2022-10-21,2022,GSW,0,2.0,1,27.142857142857142,12.938775510204081,7.938775510204081,1,27.0,4.0,6.0,33.0,17.0,12.0,0.706,3.0,1.0,0.333,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,13.416666666666666,7.333333333333333,34.416666666666664,20.0,10.666666666666666,0.5343333333333333,4.0,0.75,0.17225000000000001,7.5,5.916666666666667,0.7999166666666667,105.92490527040992,0.4838333333333333,123.0,48.0,31.0,99.0,45.0,0.455,45.0,16.0,0.356,23.0,17.0,0.739,26,12,10
2022-10-22,2022,OKC,1,1.0,1,,,,0,26.5,8.0,8.0,33.5,15.0,9.5,0.622,2.5,1.0,0.4165,6.5,6.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.857142857142858,12.714285714285714,7.0,31.571428571428573,15.571428571428571,9.285714285714286,0.618,3.5714285714285716,0.7142857142857143,0.19557142857142856,3.7142857142857144,3.5714285714285716,0.9857142857142858,102.19530658591977,0.4403333333333333,108.0,57.0,22.0,99.0,38.0,0.384,45.0,14.0,0.311,22.0,18.0,0.818,19,16,13
2022-10-24,2022,POR,0,2.0,0,,,,0,24.0,10.666666666666666,9.666666666666666,35.333333333333336,13.333333333333334,8.333333333333334,0.6146666666666666,2.0,1.0,0.611,7.333333333333333,6.333333333333333,0.8889999999999999,24.0,10.666666666666666,9.666666666666666,35.333333333333336,13.333333333333334,8.333333333333334,0.6146666666666666,2.0,1.0,0.611,7.333333333333333,6.333333333333333,0.8889999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,28.416666666666668,9.583333333333334,5.5,31.916666666666668,20.083333333333332,11.0,0.5673333333333334,4.666666666666667,1.9166666666666667,0.3958333333333333,4.833333333333333,4.5,0.9151666666666666,108.70980341101416,0.4124026845637584,111.33333333333331,48.0,17.666666666666668,84.66666666666667,37.333333333333336,0.4406666666666667,28.0,10.333333333333334,0.3693333333333333,32.0,26.333333333333332,0.8213333333333334,9,9,9
2022-10-26,2022,LAL,1,2.0,1,,,,0,20.25,10.25,9.5,33.25,11.0,7.0,0.6485,1.5,0.75,0.45825,6.25,5.5,0.91675,18.0,12.333333333333334,10.666666666666666,33.333333333333336,9.0,5.333333333333333,0.6293333333333333,1.0,0.6666666666666666,0.5,7.666666666666667,6.666666666666667,0.8889999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,12.8,8.0,33.4,19.0,9.6,0.508,2.8,0.6,0.19,5.8,4.8,0.8204,97.17431679490583,0.4187777777777777,97.66666666666669,43.333333333333336,21.0,85.66666666666667,37.333333333333336,0.4356666666666666,32.0,8.333333333333334,0.262,19.333333333333332,14.666666666666666,0.7593333333333333,31,13,9
2022-10-28,2022,UTA,1,2.0,1,,,,0,22.4,10.8,9.4,33.6,12.2,8.0,0.6599999999999999,2.0,0.6,0.3666,6.4,5.8,0.9334,19.666666666666668,12.666666666666666,10.333333333333334,33.666666666666664,10.333333333333334,7.0,0.6853333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,6.333333333333333,5.333333333333333,0.8889999999999999,22.4,10.8,9.4,33.6,12.2,8.0,0.6599999999999999,2.0,0.6,0.3666,6.4,5.8,0.9334,,,,,,,,,,,,,,29.714285714285715,11.571428571428571,9.142857142857142,33.42857142857143,17.285714285714285,11.428571428571429,0.6885714285714286,3.7142857142857144,2.2857142857142856,0.6522857142857142,5.142857142857143,4.571428571428571,0.9210000000000002,105.7524332418268,0.4302818791946309,113.0,48.666666666666664,26.666666666666668,93.66666666666669,41.666666666666664,0.4446666666666666,38.333333333333336,12.333333333333334,0.325,24.666666666666668,17.333333333333332,0.6836666666666668,12,10,6
2022-10-30,2022,LAL,0,2.0,0,,,,0,20.666666666666668,10.666666666666666,8.833333333333334,32.166666666666664,11.833333333333334,7.166666666666667,0.6,2.3333333333333335,0.5,0.3055,6.666666666666667,5.833333333333333,0.9028333333333333,17.333333333333332,10.666666666666666,8.0,29.0,10.333333333333334,6.0,0.5853333333333333,2.6666666666666665,0.0,0.0,6.0,5.333333333333333,0.9166666666666666,19.4,12.0,9.4,32.0,10.8,6.2,0.5788,2.2,0.4,0.3,7.6,6.6,0.8834,,,,,,,,,,,,,,25.666666666666668,12.833333333333334,8.166666666666666,33.666666666666664,18.666666666666668,10.0,0.541,3.0,0.5,0.15833333333333333,6.0,5.166666666666667,0.8503333333333334,99.0950802956921,0.4358888888888888,103.66666666666669,48.666666666666664,22.0,87.0,40.333333333333336,0.4656666666666667,29.0,8.666666666666666,0.2993333333333333,20.333333333333332,14.333333333333334,0.7046666666666667,23,14,6
2022-11-03,2022,OKC,0,4.0,1,,,,0,21.0,11.142857142857142,8.428571428571429,32.714285714285715,12.428571428571429,7.285714285714286,0.5857142857142856,2.7142857142857144,0.5714285714285714,0.2904285714285714,6.714285714285714,5.857142857142857,0.8962857142857142,22.0,12.333333333333334,7.0,32.0,14.333333333333334,7.666666666666667,0.5019999999999999,4.333333333333333,0.3333333333333333,0.06666666666666667,7.333333333333333,6.333333333333333,0.8690000000000001,18.8,12.4,8.6,32.4,11.4,6.4,0.5711999999999999,2.8,0.4,0.24,6.8,5.6,0.8548,,,,,,,,,,,,,,22.375,13.125,7.75,32.5,14.875,8.875,0.61575,3.25,0.75,0.29612499999999997,4.375,3.875,0.945875,111.09001139384732,0.4241073825503356,117.0,39.666666666666664,26.666666666666668,93.0,45.333333333333336,0.4876666666666667,32.333333333333336,10.666666666666666,0.3136666666666667,19.666666666666668,15.666666666666666,0.8163333333333332,15,13,14
2022-11-05,2022,SAS,1,2.0,1,,,,0,20.25,11.375,9.125,33.125,12.0,7.125,0.595875,2.375,0.5,0.254125,6.25,5.5,0.90925,16.666666666666668,12.333333333333334,8.666666666666666,32.333333333333336,11.666666666666666,5.666666666666667,0.48900000000000005,3.0,0.3333333333333333,0.06666666666666667,6.0,5.0,0.8690000000000001,18.0,11.8,8.8,31.8,11.2,6.4,0.5846,2.6,0.2,0.04,5.6,5.0,0.9214,,,,,,,,,,,,,,30.857142857142858,13.571428571428571,8.285714285714286,35.714285714285715,22.285714285714285,12.714285714285714,0.5742857142857144,5.142857142857143,2.2857142857142856,0.5102857142857143,4.0,3.142857142857143,0.7977142857142857,99.33985019677542,0.437611111111111,104.33333333333331,44.333333333333336,26.333333333333332,89.33333333333333,38.333333333333336,0.43,38.0,14.0,0.371,19.0,13.666666666666666,0.7243333333333334,21,6,10
2022-11-07,2022,SAS,0,2.0,1,,,,0,20.333333333333332,10.777777777777779,9.222222222222221,32.44444444444444,11.777777777777779,7.333333333333333,0.6296666666666667,2.2222222222222223,0.5555555555555556,0.33699999999999997,5.777777777777778,5.111111111111111,0.9193333333333334,19.666666666666668,11.0,10.0,33.0,11.666666666666666,7.666666666666667,0.6890000000000001,2.0,0.6666666666666666,0.39999999999999997,4.0,3.6666666666666665,0.9523333333333334,20.4,11.2,9.0,31.8,12.4,7.6,0.6146,2.8,0.4,0.24,5.4,4.8,0.9214,,,,,,,,,,,,,,29.625,12.625,8.5,34.625,20.75,12.25,0.615,4.625,2.125,0.5715,3.75,3.0,0.823,98.89189537430742,0.4311666666666667,102.33333333333331,36.333333333333336,26.666666666666668,87.33333333333333,39.333333333333336,0.453,34.666666666666664,12.666666666666666,0.371,17.0,11.0,0.664,26,8,10
